0.1 0.9 
0.503295 0.932313 
0.335042 0.897242 
0.296891 0.87946 
0.311113 0.87025 
0.30836 0.85832 
0.312279 0.847944 
0.313889 0.837349 
0.316511 0.827244 
0.318881 0.817338 
0.32146 0.807741 
0.324061 0.798402 
0.326741 0.789335 
0.329466 0.780528 
0.332239 0.771978 
0.335047 0.763678 
0.337885 0.755624 
0.340745 0.74781 
0.343623 0.74023 
0.346512 0.732878 
0.349406 0.725748 
0.3523 0.718836 
0.355191 0.712134 
0.358074 0.705639 
0.360944 0.699343 
0.363799 0.693241 
0.366635 0.687328 
0.36945 0.681599 
0.372239 0.676047 
0.375002 0.670669 
0.377735 0.665458 
0.380438 0.66041 
0.383107 0.65552 
0.385742 0.650783 
0.388341 0.646194 
0.390902 0.641749 
0.393426 0.637443 
0.39591 0.633272 
0.398355 0.629232 
0.400759 0.625318 
0.403122 0.621527 
0.405444 0.617855 
0.407724 0.614297 
0.409962 0.610851 
0.412158 0.607513 
0.414312 0.604278 
0.416423 0.601145 
0.418493 0.598109 
0.420521 0.595168 
0.422507 0.592319 
0.424452 0.589557 
0.426356 0.586882 
0.428219 0.584289 
0.430042 0.581777 
0.431825 0.579342 
0.433568 0.576983 
0.435273 0.574696 
0.436939 0.57248 
0.438567 0.570332 
0.440158 0.56825 
0.441712 0.566231 
0.44323 0.564275 
0.444712 0.562378 
0.446159 0.560539 
0.447572 0.558756 
0.44895 0.557028 
0.450296 0.555352 
0.451609 0.553727 
0.452889 0.552151 
0.454139 0.550623 
0.455357 0.549141 
0.456545 0.547704 
0.457704 0.54631 
0.458834 0.544958 
0.459936 0.543647 
0.461009 0.542375 
0.462056 0.541141 
0.463076 0.539944 
0.46407 0.538783 
0.465038 0.537656 
0.465982 0.536563 
0.466901 0.535503 
0.467797 0.534474 
0.468669 0.533476 
0.469519 0.532507 
0.470347 0.531567 
0.471153 0.530655 
0.471938 0.52977 
0.472703 0.528911 
0.473447 0.528077 
0.474172 0.527268 
0.474877 0.526483 
0.475564 0.52572 
0.476233 0.524981 
0.476884 0.524262 
0.477517 0.523565 
0.478134 0.522888 
0.478734 0.522232 
0.479319 0.521594 
0.479887 0.520975 
0.48044 0.520374 
0.480979 0.51979 
0.481503 0.519224 
0.482013 0.518673 
0.482509 0.518139 
0.482991 0.517621 
0.483461 0.517117 
0.483918 0.516628 
0.484362 0.516153 
0.484795 0.515692 
0.485216 0.515245 
0.485625 0.51481 
0.486023 0.514388 
0.48641 0.513978 
0.486787 0.51358 
0.487153 0.513193 
0.48751 0.512817 
0.487856 0.512452 
0.488193 0.512098 
0.488521 0.511754 
0.48884 0.51142 
0.48915 0.511095 
0.489452 0.51078 
0.489745 0.510474 
0.490031 0.510176 
0.490308 0.509887 
0.490578 0.509607 
0.49084 0.509334 
0.491095 0.509069 
0.491344 0.508812 
0.491585 0.508562 
0.491819 0.50832 
0.492047 0.508084 
0.492269 0.507855 
0.492485 0.507632 
0.492695 0.507416 
0.492898 0.507206 
0.493097 0.507002 
0.493289 0.506804 
0.493477 0.506611 
0.493659 0.506424 
0.493836 0.506242 
0.494008 0.506066 
0.494176 0.505894 
0.494339 0.505727 
0.494497 0.505566 
0.494651 0.505408 
0.4948 0.505255 
0.494946 0.505107 
0.495087 0.504962 
0.495225 0.504822 
0.495358 0.504686 
0.495488 0.504554 
0.495615 0.504425 
0.495737 0.5043 
0.495857 0.504179 
0.495973 0.504061 
0.496085 0.503946 
0.496195 0.503835 
0.496302 0.503726 
0.496405 0.503621 
0.496506 0.503519 
0.496604 0.50342 
0.496699 0.503323 
0.496792 0.50323 
0.496882 0.503138 
0.496969 0.50305 
0.497054 0.502964 
0.497136 0.50288 
0.497217 0.502799 
0.497295 0.50272 
0.497371 0.502643 
0.497444 0.502569 
0.497516 0.502497 
0.497586 0.502426 
0.497653 0.502358 
0.497719 0.502291 
0.497783 0.502227 
0.497845 0.502164 
0.497906 0.502103 
0.497965 0.502044 
0.498022 0.501986 
0.498077 0.50193 
0.498131 0.501876 
0.498184 0.501823 
0.498235 0.501772 
0.498284 0.501722 
0.498332 0.501673 
0.498379 0.501626 
0.498425 0.50158 
0.498469 0.501536 
0.498512 0.501493 
0.498554 0.501451 
0.498594 0.50141 
0.498634 0.50137 
0.498672 0.501331 
0.498709 0.501294 
0.498746 0.501258 
0.498781 0.501222 
0.498815 0.501188 
0.498848 0.501154 
0.498881 0.501122 
0.498912 0.50109 
0.498943 0.50106 
0.498972 0.50103 
0.499001 0.501001 
0.499029 0.500973 
0.499057 0.500945 
0.499083 0.500919 
0.499109 0.500893 
0.499134 0.500868 
0.499158 0.500843 
0.499182 0.500819 
0.499205 0.500796 
0.499227 0.500774 
0.499249 0.500752 
0.49927 0.500731 
0.499291 0.50071 
0.499311 0.50069 
0.49933 0.500671 
0.499349 0.500652 
0.499367 0.500634 
0.499385 0.500616 
0.499402 0.500599 
0.499419 0.500582 
0.499435 0.500565 
0.499451 0.50055 
