0 0 1.65424e-64
0.01 0 1.65424e-34
0.01 0.01 0.000165424
0 0 1.65424e-64 


0 0 1.65424e-64
0.01 0.01 0.000165424
0 0.01 1.65424e-34
0 0 1.65424e-64 


0.01 0 1.65424e-34
0.02 0 3.05836e-34
0.02 0.01 0.000305836
0.01 0 1.65424e-34 


0.01 0 1.65424e-34
0.02 0.01 0.000305836
0.01 0.01 0.000165424
0.01 0 1.65424e-34 


0.02 0 3.05836e-34
0.03 0 4.31121e-34
0.03 0.01 0.000431121
0.02 0 3.05836e-34 


0.02 0 3.05836e-34
0.03 0.01 0.000431121
0.02 0.01 0.000305836
0.02 0 3.05836e-34 


0.03 0 4.31121e-34
0.04 0 5.45925e-34
0.04 0.01 0.000545925
0.03 0 4.31121e-34 


0.03 0 4.31121e-34
0.04 0.01 0.000545925
0.03 0.01 0.000431121
0.03 0 4.31121e-34 


0.04 0 5.45925e-34
0.05 0 6.52795e-34
0.05 0.01 0.000652795
0.04 0 5.45925e-34 


0.04 0 5.45925e-34
0.05 0.01 0.000652795
0.04 0.01 0.000545925
0.04 0 5.45925e-34 


0.05 0 6.52795e-34
0.06 0 7.53297e-34
0.06 0.01 0.000753297
0.05 0 6.52795e-34 


0.05 0 6.52795e-34
0.06 0.01 0.000753297
0.05 0.01 0.000652795
0.05 0 6.52795e-34 


0.06 0 7.53297e-34
0.07 0 8.48487e-34
0.07 0.01 0.000848487
0.06 0 7.53297e-34 


0.06 0 7.53297e-34
0.07 0.01 0.000848487
0.06 0.01 0.000753297
0.06 0 7.53297e-34 


0.07 0 8.48487e-34
0.08 0 9.3912e-34
0.08 0.01 0.00093912
0.07 0 8.48487e-34 


0.07 0 8.48487e-34
0.08 0.01 0.00093912
0.07 0.01 0.000848487
0.07 0 8.48487e-34 


0.08 0 9.3912e-34
0.09 0 1.02576e-33
0.09 0.01 0.00102576
0.08 0 9.3912e-34 


0.08 0 9.3912e-34
0.09 0.01 0.00102576
0.08 0.01 0.00093912
0.08 0 9.3912e-34 


0.09 0 1.02576e-33
0.1 0 1.10885e-33
0.1 0.01 0.00110885
0.09 0 1.02576e-33 


0.09 0 1.02576e-33
0.1 0.01 0.00110885
0.09 0.01 0.00102576
0.09 0 1.02576e-33 


0.1 0 1.10885e-33
0.11 0 1.18875e-33
0.11 0.01 0.00118875
0.1 0 1.10885e-33 


0.1 0 1.10885e-33
0.11 0.01 0.00118875
0.1 0.01 0.00110885
0.1 0 1.10885e-33 


0.11 0 1.18875e-33
0.12 0 1.26573e-33
0.12 0.01 0.00126573
0.11 0 1.18875e-33 


0.11 0 1.18875e-33
0.12 0.01 0.00126573
0.11 0.01 0.00118875
0.11 0 1.18875e-33 


0.12 0 1.26573e-33
0.13 0 1.34005e-33
0.13 0.01 0.00134005
0.12 0 1.26573e-33 


0.12 0 1.26573e-33
0.13 0.01 0.00134005
0.12 0.01 0.00126573
0.12 0 1.26573e-33 


0.13 0 1.34005e-33
0.14 0 1.41189e-33
0.14 0.01 0.00141189
0.13 0 1.34005e-33 


0.13 0 1.34005e-33
0.14 0.01 0.00141189
0.13 0.01 0.00134005
0.13 0 1.34005e-33 


0.14 0 1.41189e-33
0.15 0 1.48143e-33
0.15 0.01 0.00148143
0.14 0 1.41189e-33 


0.14 0 1.41189e-33
0.15 0.01 0.00148143
0.14 0.01 0.00141189
0.14 0 1.41189e-33 


0.15 0 1.48143e-33
0.16 0 1.54883e-33
0.16 0.01 0.00154883
0.15 0 1.48143e-33 


0.15 0 1.48143e-33
0.16 0.01 0.00154883
0.15 0.01 0.00148143
0.15 0 1.48143e-33 


0.16 0 1.54883e-33
0.17 0 1.6142e-33
0.17 0.01 0.0016142
0.16 0 1.54883e-33 


0.16 0 1.54883e-33
0.17 0.01 0.0016142
0.16 0.01 0.00154883
0.16 0 1.54883e-33 


0.17 0 1.6142e-33
0.18 0 1.67767e-33
0.18 0.01 0.00167767
0.17 0 1.6142e-33 


0.17 0 1.6142e-33
0.18 0.01 0.00167767
0.17 0.01 0.0016142
0.17 0 1.6142e-33 


0.18 0 1.67767e-33
0.19 0 1.73933e-33
0.19 0.01 0.00173933
0.18 0 1.67767e-33 


0.18 0 1.67767e-33
0.19 0.01 0.00173933
0.18 0.01 0.00167767
0.18 0 1.67767e-33 


0.19 0 1.73933e-33
0.2 0 1.79927e-33
0.2 0.01 0.00179927
0.19 0 1.73933e-33 


0.19 0 1.73933e-33
0.2 0.01 0.00179927
0.19 0.01 0.00173933
0.19 0 1.73933e-33 


0.2 0 1.79927e-33
0.21 0 1.85756e-33
0.21 0.01 0.00185756
0.2 0 1.79927e-33 


0.2 0 1.79927e-33
0.21 0.01 0.00185756
0.2 0.01 0.00179927
0.2 0 1.79927e-33 


0.21 0 1.85756e-33
0.22 0 1.91428e-33
0.22 0.01 0.00191428
0.21 0 1.85756e-33 


0.21 0 1.85756e-33
0.22 0.01 0.00191428
0.21 0.01 0.00185756
0.21 0 1.85756e-33 


0.22 0 1.91428e-33
0.23 0 1.96948e-33
0.23 0.01 0.00196948
0.22 0 1.91428e-33 


0.22 0 1.91428e-33
0.23 0.01 0.00196948
0.22 0.01 0.00191428
0.22 0 1.91428e-33 


0.23 0 1.96948e-33
0.24 0 2.02323e-33
0.24 0.01 0.00202323
0.23 0 1.96948e-33 


0.23 0 1.96948e-33
0.24 0.01 0.00202323
0.23 0.01 0.00196948
0.23 0 1.96948e-33 


0.24 0 2.02323e-33
0.25 0 2.07557e-33
0.25 0.01 0.00207557
0.24 0 2.02323e-33 


0.24 0 2.02323e-33
0.25 0.01 0.00207557
0.24 0.01 0.00202323
0.24 0 2.02323e-33 


0.25 0 2.07557e-33
0.26 0 2.12654e-33
0.26 0.01 0.00212654
0.25 0 2.07557e-33 


0.25 0 2.07557e-33
0.26 0.01 0.00212654
0.25 0.01 0.00207557
0.25 0 2.07557e-33 


0.26 0 2.12654e-33
0.27 0 2.17619e-33
0.27 0.01 0.00217619
0.26 0 2.12654e-33 


0.26 0 2.12654e-33
0.27 0.01 0.00217619
0.26 0.01 0.00212654
0.26 0 2.12654e-33 


0.27 0 2.17619e-33
0.28 0 2.22455e-33
0.28 0.01 0.00222455
0.27 0 2.17619e-33 


0.27 0 2.17619e-33
0.28 0.01 0.00222455
0.27 0.01 0.00217619
0.27 0 2.17619e-33 


0.28 0 2.22455e-33
0.29 0 2.27164e-33
0.29 0.01 0.00227164
0.28 0 2.22455e-33 


0.28 0 2.22455e-33
0.29 0.01 0.00227164
0.28 0.01 0.00222455
0.28 0 2.22455e-33 


0.29 0 2.27164e-33
0.3 0 2.31749e-33
0.3 0.01 0.00231749
0.29 0 2.27164e-33 


0.29 0 2.27164e-33
0.3 0.01 0.00231749
0.29 0.01 0.00227164
0.29 0 2.27164e-33 


0.3 0 2.31749e-33
0.31 0 2.36213e-33
0.31 0.01 0.00236213
0.3 0 2.31749e-33 


0.3 0 2.31749e-33
0.31 0.01 0.00236213
0.3 0.01 0.00231749
0.3 0 2.31749e-33 


